timestamp,kp1_count,kp2_count,stereo_matches,triangulated_points,temporal_matches
1403636582863555584,792,792,792,507,306
1403636582913555456,798,798,798,517,284
1403636582963555584,815,815,815,538,322
1403636583013555456,828,828,828,544,350
1403636583063555584,836,836,836,540,370
1403636583113555456,834,834,834,567,419
1403636583163555584,830,830,830,723,516
1403636583213555456,832,832,832,586,513
1403636583263555584,812,812,812,526,407
1403636583313555456,819,819,819,571,414
1403636583363555584,824,824,824,703,475
1403636583413555456,799,799,799,566,464
1403636583463555584,792,792,792,545,372
1403636583513555456,787,787,787,551,362
1403636583563555584,754,754,754,482,332
1403636583613555456,764,764,764,475,308
1403636583663555584,729,729,729,441,275
1403636583713555456,704,704,704,397,241
1403636583763555584,694,694,694,520,252
1403636583813555456,671,671,671,363,256
1403636583863555584,635,635,635,338,199
1403636583913555456,637,637,637,363,219
1403636583963555584,572,572,572,301,209
1403636584013555456,612,612,612,345,207
1403636584063555584,612,612,612,331,219
1403636584113555456,595,595,595,344,228
1403636584163555584,587,587,587,310,220
1403636584213555456,593,593,593,341,235
1403636584263555584,612,612,612,354,247
1403636584313555456,666,666,666,387,248
1403636584363555584,701,701,701,414,264
1403636584413555456,725,725,725,455,284
1403636584463555584,709,709,709,574,325
1403636584513555456,725,725,725,475,333
1403636584563555584,748,748,748,445,275
1403636584613555456,736,736,736,587,294
1403636584663555584,773,773,773,492,324
1403636584713555456,791,791,791,477,295
1403636584763555584,811,811,811,510,265
1403636584813555456,832,832,832,566,312
1403636584863555584,829,829,829,534,336
1403636584913555456,829,829,829,512,343
1403636584963555584,854,854,854,571,395
1403636585013555456,861,861,861,751,511
1403636585063555584,851,851,851,584,537
1403636585113555456,844,844,844,713,512
1403636585163555584,845,845,845,560,483
1403636585213555456,831,831,831,543,402
1403636585263555584,827,827,827,542,398
1403636585313555456,801,801,801,603,416
1403636585363555584,802,802,802,496,394
1403636585413555456,773,773,773,548,356
1403636585463555584,790,790,790,543,347
1403636585513555456,782,782,782,514,316
1403636585563555584,765,765,765,620,335
1403636585613555456,731,731,731,476,313
1403636585663555584,724,724,724,460,265
1403636585713555456,729,729,729,490,276
1403636585763555584,719,719,719,428,259
1403636585813555456,723,723,723,422,237
1403636585863555584,729,729,729,405,227
1403636585913555456,705,705,705,443,242
1403636585963555584,714,714,714,414,265
1403636586013555456,710,710,710,388,234
1403636586063555584,724,724,724,394,218
1403636586113555456,717,717,717,385,203
1403636586163555584,705,705,705,368,212
1403636586213555456,680,680,680,378,214
1403636586263555584,643,643,643,357,223
1403636586313555456,606,606,606,347,203
1403636586363555584,560,560,560,295,181
1403636586413555456,531,531,531,290,174
1403636586463555584,549,549,549,291,156
1403636586513555456,543,543,543,299,176
1403636586563555584,592,592,592,365,205
1403636586613555456,638,638,638,381,260
1403636586663555584,658,658,658,360,248
1403636586713555456,670,670,670,369,240
1403636586763555584,644,644,644,325,227
1403636586813555456,670,670,670,395,229
1403636586863555584,669,669,669,365,257
1403636586913555456,677,677,677,388,249
1403636586963555584,688,688,688,355,236
1403636587013555456,675,675,675,410,270
1403636587063555584,666,666,666,395,297
1403636587113555456,683,683,683,410,292
1403636587163555584,686,686,686,408,283
1403636587213555456,683,683,683,374,274
1403636587263555584,682,682,682,462,295
1403636587313555456,656,656,656,373,282
1403636587363555584,641,641,641,381,250
1403636587413555456,593,593,593,324,217
1403636587463555584,580,580,580,340,204
1403636587513555456,557,557,557,373,235
1403636587563555584,554,554,554,317,222
1403636587613555456,567,567,567,309,192
1403636587663555584,563,563,563,320,187
1403636587713555456,584,584,584,302,179
1403636587763555584,564,564,564,306,161
1403636587813555456,598,598,598,331,190
1403636587863555584,583,583,583,303,185
1403636587913555456,592,592,592,303,176
1403636587963555584,570,570,570,359,183
1403636588013555456,590,590,590,400,228
1403636588063555584,584,584,584,411,231
1403636588113555456,600,600,600,303,212
1403636588163555584,588,588,588,317,188
1403636588213555456,610,610,610,421,248
1403636588263555584,646,646,646,357,266
1403636588313555456,638,638,638,362,253
1403636588363555584,631,631,631,339,228
1403636588413555456,668,668,668,373,252
1403636588463555584,659,659,659,375,241
1403636588513555456,646,646,646,378,243
1403636588563555584,641,641,641,337,249
1403636588613555456,617,617,617,336,224
1403636588663555584,608,608,608,352,230
1403636588713555456,564,564,564,283,200
1403636588763555584,565,565,565,294,181
1403636588813555456,540,540,540,314,183
1403636588863555584,519,519,519,284,196
1403636588913555456,496,496,496,253,160
1403636588963555584,501,501,501,348,184
1403636589013555456,500,500,500,280,190
1403636589063555584,544,544,544,303,166
1403636589113555456,535,535,535,303,173
1403636589163555584,549,549,549,272,159
1403636589213555456,528,528,528,294,142
1403636589263555584,538,538,538,297,184
1403636589313555456,523,523,523,284,173
1403636589363555584,503,503,503,282,167
1403636589413555456,512,512,512,285,159
1403636589463555584,513,513,513,287,178
1403636589513555456,500,500,500,310,182
1403636589563555584,509,509,509,273,189
1403636589613555456,509,509,509,286,169
1403636589663555584,509,509,509,365,197
1403636589713555456,504,504,504,265,196
1403636589763555584,496,496,496,283,160
1403636589813555456,516,516,516,271,158
1403636589863555584,532,532,532,292,152
1403636589913555456,516,516,516,287,176
1403636589963555584,516,516,516,267,166
1403636590013555456,603,603,603,344,173
1403636590063555584,672,672,672,385,214
1403636590113555456,718,718,718,411,257
1403636590163555584,762,762,762,449,272
1403636590213555456,746,746,746,413,290
1403636590263555584,734,734,734,443,313
1403636590313555456,745,745,745,446,329
1403636590363555584,747,747,747,425,283
1403636590413555456,697,697,697,385,258
1403636590463555584,612,612,612,354,222
1403636590513555456,595,595,595,316,199
1403636590563555584,571,571,571,303,160
1403636590613555456,545,545,545,295,173
1403636590663555584,543,543,543,299,164
1403636590713555456,506,506,506,279,170
1403636590763555584,551,551,551,319,183
1403636590813555456,566,566,566,342,213
1403636590863555584,548,548,548,307,202
1403636590913555456,506,506,506,285,170
1403636590963555584,520,520,520,302,179
1403636591013555456,523,523,523,301,186
1403636591063555584,517,517,517,289,184
1403636591113555456,507,507,507,291,186
1403636591163555584,503,503,503,268,179
1403636591213555456,520,520,520,303,171
1403636591263555584,512,512,512,356,208
1403636591313555456,509,509,509,252,200
1403636591363555584,523,523,523,284,169
1403636591413555456,551,551,551,321,188
1403636591463555584,572,572,572,300,197
1403636591513555456,557,557,557,304,172
1403636591563555584,575,575,575,346,186
1403636591613555456,633,633,633,350,200
1403636591663555584,680,680,680,365,194
1403636591713555456,690,690,690,378,211
1403636591763555584,706,706,706,357,207
1403636591813555456,702,702,702,397,211
1403636591863555584,726,726,726,544,279
1403636591913555456,751,751,751,434,296
1403636591963555584,734,734,734,492,307
1403636592013555456,701,701,701,441,308
1403636592063555584,707,707,707,482,291
1403636592113555456,695,695,695,406,271
1403636592163555584,703,703,703,414,256
1403636592213555456,695,695,695,401,251
1403636592263555584,691,691,691,427,259
1403636592313555456,690,690,690,439,299
1403636592363555584,633,633,633,408,291
1403636592413555456,567,567,567,314,234
1403636592463555584,559,559,559,325,190
1403636592513555456,545,545,545,296,182
1403636592563555584,532,532,532,313,174
1403636592613555456,563,563,563,328,177
1403636592663555584,583,583,583,356,199
1403636592713555456,585,585,585,325,191
1403636592763555584,569,569,569,393,194
1403636592813555456,543,543,543,303,186
1403636592863555584,513,513,513,279,148
1403636592913555456,473,473,473,300,150
1403636592963555584,474,474,474,265,150
1403636593013555456,445,445,445,242,137
1403636593063555584,437,437,437,229,122
1403636593113555456,432,432,432,232,127
1403636593163555584,405,405,405,220,119
1403636593213555456,406,406,406,207,110
1403636593263555584,451,451,451,303,128
1403636593313555456,545,545,545,303,175
1403636593363555584,599,599,599,328,187
1403636593413555456,668,668,668,347,186
1403636593463555584,678,678,678,343,217
1403636593513555456,660,660,660,329,209
1403636593563555584,624,624,624,306,178
1403636593613555456,643,643,643,310,168
1403636593663555584,682,682,682,309,156
1403636593713555456,579,579,579,256,149
1403636593763555584,452,452,452,285,136
1403636593813555456,372,372,372,175,108
1403636593863555584,325,325,325,157,83
1403636593913555456,313,313,313,157,69
1403636593963555584,328,328,328,198,91
1403636594013555456,336,336,336,199,104
1403636594063555584,363,363,363,217,107
1403636594113555456,367,367,367,195,96
1403636594163555584,396,396,396,241,127
1403636594213555456,423,423,423,247,130
1403636594263555584,427,427,427,254,132
1403636594313555456,427,427,427,268,138
1403636594363555584,472,472,472,302,154
1403636594413555456,502,502,502,311,165
1403636594463555584,541,541,541,292,167
1403636594513555456,547,547,547,376,185
1403636594563555584,542,542,542,309,198
1403636594613555456,534,534,534,385,220
1403636594663555584,570,570,570,359,241
1403636594713555456,572,572,572,342,225
1403636594763555584,554,554,554,349,195
1403636594813555456,532,532,532,321,187
1403636594863555584,504,504,504,299,174
1403636594913555456,514,514,514,381,183
1403636594963555584,520,520,520,318,180
1403636595013555456,496,496,496,294,164
1403636595063555584,467,467,467,267,141
1403636595113555456,445,445,445,263,133
1403636595163555584,430,430,430,248,128
1403636595213555456,395,395,395,221,124
1403636595263555584,393,393,393,218,113
1403636595313555456,418,418,418,237,123
1403636595363555584,450,450,450,232,124
1403636595413555456,498,498,498,242,119
1403636595463555584,642,642,642,315,157
1403636595513555456,664,664,664,358,196
1403636595563555584,639,639,639,313,199
1403636595613555456,693,693,693,442,230
1403636595663555584,652,652,652,326,231
1403636595713555456,482,482,482,238,149
1403636595763555584,413,413,413,258,136
1403636595813555456,342,342,342,174,105
1403636595863555584,381,381,381,198,91
1403636595913555456,353,353,353,177,89
1403636595963555584,367,367,367,194,97
1403636596013555456,372,372,372,195,96
1403636596063555584,395,395,395,201,95
1403636596113555456,397,397,397,218,105
1403636596163555584,445,445,445,244,124
1403636596213555456,507,507,507,320,157
1403636596263555584,560,560,560,293,197
1403636596313555456,512,512,512,258,169
1403636596363555584,489,489,489,284,173
1403636596413555456,471,471,471,256,172
1403636596463555584,459,459,459,318,186
1403636596513555456,465,465,465,250,164
1403636596563555584,488,488,488,270,150
1403636596613555456,507,507,507,267,171
1403636596663555584,541,541,541,291,161
1403636596713555456,547,547,547,302,192
1403636596763555584,603,603,603,343,208
1403636596813555456,596,596,596,364,249
1403636596863555584,583,583,583,334,253
1403636596913555456,574,574,574,336,209
1403636596963555584,579,579,579,320,223
1403636597013555456,565,565,565,300,211
1403636597063555584,537,537,537,296,192
1403636597113555456,480,480,480,250,160
1403636597163555584,461,461,461,233,148
1403636597213555456,407,407,407,216,138
1403636597263555584,426,426,426,232,138
1403636597313555456,448,448,448,220,133
1403636597363555584,457,457,457,222,122
1403636597413555456,456,456,456,308,149
1403636597463555584,455,455,455,218,139
1403636597513555456,518,518,518,264,132
1403636597563555584,546,546,546,271,150
1403636597613555456,597,597,597,308,165
1403636597663555584,586,586,586,297,159
1403636597713555456,528,528,528,280,146
1403636597763555584,514,514,514,274,147
1403636597813555456,535,535,535,282,151
1403636597863555584,612,612,612,349,177
1403636597913555456,677,677,677,349,201
1403636597963555584,696,696,696,504,274
1403636598013555456,625,625,625,337,270
1403636598063555584,617,617,617,330,204
1403636598113555456,529,529,529,281,185
1403636598163555584,484,484,484,234,143
1403636598213555456,452,452,452,194,119
1403636598263555584,413,413,413,190,98
1403636598313555456,436,436,436,203,109
1403636598363555584,512,512,512,210,114
1403636598413555456,531,531,531,227,112
1403636598463555584,495,495,495,252,141
1403636598513555456,488,488,488,257,155
1403636598563555584,427,427,427,262,177
1403636598613555456,383,383,383,171,132
1403636598663555584,384,384,384,166,103
1403636598713555456,371,371,371,173,98
1403636598763555584,386,386,386,187,101
1403636598813555456,418,418,418,269,132
1403636598863555584,440,440,440,209,142
1403636598913555456,452,452,452,218,119
1403636598963555584,457,457,457,231,127
1403636599013555456,482,482,482,247,149
1403636599063555584,476,476,476,259,153
1403636599113555456,454,454,454,236,155
1403636599163555584,450,450,450,235,139
1403636599213555456,429,429,429,238,137
1403636599263555584,476,476,476,252,147
1403636599313555456,530,530,530,294,155
1403636599363555584,562,562,562,312,180
1403636599413555456,569,569,569,358,214
1403636599463555584,565,565,565,338,244
1403636599513555456,515,515,515,310,204
1403636599563555584,502,502,502,287,195
1403636599613555456,488,488,488,311,206
1403636599663555584,470,470,470,276,204
1403636599713555456,390,390,390,289,190
1403636599763555584,449,449,449,277,154
1403636599813555456,496,496,496,283,170
1403636599863555584,518,518,518,348,192
1403636599913555456,484,484,484,316,254
1403636599963555584,510,510,510,330,246
1403636600013555456,502,502,502,316,242
1403636600063555584,505,505,505,314,240
1403636600113555456,524,524,524,314,241
1403636600163555584,511,511,511,308,239
1403636600213555456,502,502,502,327,253
1403636600263555584,490,490,490,344,277
1403636600313555456,496,496,496,317,271
1403636600363555584,486,486,486,292,228
1403636600413555456,496,496,496,324,229
1403636600463555584,489,489,489,311,242
1403636600513555456,496,496,496,378,277
1403636600563555584,494,494,494,288,255
1403636600613555456,487,487,487,286,217
1403636600663555584,490,490,490,321,225
1403636600713555456,481,481,481,307,242
1403636600763555584,490,490,490,311,251
1403636600813555456,494,494,494,317,258
1403636600863555584,481,481,481,295,239
1403636600913555456,484,484,484,379,268
1403636600963555584,487,487,487,312,284
1403636601013555456,485,485,485,379,275
1403636601063555584,492,492,492,318,271
1403636601113555456,489,489,489,316,252
1403636601163555584,493,493,493,305,253
1403636601213555456,492,492,492,315,237
1403636601263555584,490,490,490,305,240
1403636601313555456,491,491,491,301,226
1403636601363555584,488,488,488,301,223
1403636601413555456,496,496,496,391,268
1403636601463555584,493,493,493,396,360
1403636601513555456,485,485,485,315,287
1403636601563555584,476,476,476,375,274
1403636601613555456,489,489,489,310,277
1403636601663555584,491,491,491,318,254
1403636601713555456,491,491,491,293,247
1403636601763555584,488,488,488,388,270
1403636601813555456,490,490,490,319,287
1403636601863555584,495,495,495,307,253
1403636601913555456,505,505,505,313,238
1403636601963555584,487,487,487,391,280
1403636602013555456,489,489,489,297,275
1403636602063555584,482,482,482,377,271
1403636602113555456,492,492,492,392,347
1403636602163555584,469,469,469,293,272
1403636602213555456,479,479,479,310,247
1403636602263555584,493,493,493,303,245
1403636602313555456,498,498,498,336,261
1403636602363555584,485,485,485,302,264
1403636602413555456,494,494,494,322,248
1403636602463555584,496,496,496,318,259
1403636602513555456,486,486,486,299,242
1403636602563555584,491,491,491,318,244
1403636602613555456,491,491,491,337,268
1403636602663555584,487,487,487,288,244
1403636602713555456,489,489,489,323,233
1403636602763555584,481,481,481,299,254
1403636602813555456,491,491,491,326,243
1403636602863555584,488,488,488,303,244
1403636602913555456,493,493,493,301,236
1403636602963555584,487,487,487,336,265
1403636603013555456,481,481,481,293,258
1403636603063555584,494,494,494,330,238
1403636603113555456,488,488,488,315,254
1403636603163555584,488,488,488,320,252
1403636603213555456,483,483,483,323,253
1403636603263555584,498,498,498,311,253
1403636603313555456,485,485,485,383,286
1403636603363555584,489,489,489,327,300
1403636603413555456,489,489,489,392,301
1403636603463555584,480,480,480,303,275
1403636603513555456,485,485,485,303,240
1403636603563555584,483,483,483,306,238
1403636603613555456,485,485,485,305,242
1403636603663555584,473,473,473,380,282
1403636603713555456,496,496,496,335,301
1403636603763555584,496,496,496,295,247
1403636603813555456,482,482,482,306,231
1403636603863555584,489,489,489,321,251
1403636603913555456,482,482,482,320,247
1403636603963555584,494,494,494,306,246
1403636604013555456,497,497,497,308,243
1403636604063555584,488,488,488,307,249
1403636604113555456,490,490,490,311,258
1403636604163555584,487,487,487,317,265
1403636604213555456,479,479,479,292,238
1403636604263555584,481,481,481,321,230
1403636604313555456,489,489,489,316,256
1403636604363555584,488,488,488,305,243
1403636604413555456,502,502,502,385,265
1403636604463555584,484,484,484,331,302
1403636604513555456,489,489,489,331,289
1403636604563555584,490,490,490,306,267
1403636604613555456,477,477,477,292,233
1403636604663555584,488,488,488,393,265
1403636604713555456,479,479,479,301,273
1403636604763555584,495,495,495,305,244
1403636604813555456,492,492,492,312,245
1403636604863555584,495,495,495,303,250
1403636604913555456,491,491,491,330,254
1403636604963555584,498,498,498,341,283
1403636605013555456,497,497,497,399,314
1403636605063555584,481,481,481,324,300
1403636605113555456,492,492,492,321,257
1403636605163555584,478,478,478,303,243
1403636605213555456,483,483,483,316,239
1403636605263555584,492,492,492,325,259
1403636605313555456,481,481,481,317,258
1403636605363555584,504,504,504,312,249
1403636605413555456,495,495,495,308,265
1403636605463555584,500,500,500,317,236
1403636605513555456,491,491,491,284,224
1403636605563555584,497,497,497,383,261
1403636605613555456,490,490,490,296,266
1403636605663555584,500,500,500,323,253
1403636605713555456,469,469,469,372,282
1403636605763555584,483,483,483,303,273
1403636605813555456,493,493,493,328,254
1403636605863555584,477,477,477,380,303
1403636605913555456,491,491,491,307,272
1403636605963555584,505,505,505,321,257
1403636606013555456,477,477,477,322,254
1403636606063555584,496,496,496,389,293
1403636606113555456,481,481,481,300,273
1403636606163555584,517,517,517,325,244
1403636606213555456,483,483,483,304,251
1403636606263555584,494,494,494,316,240
1403636606313555456,491,491,491,308,250
1403636606363555584,481,481,481,314,241
1403636606413555456,489,489,489,341,268
1403636606463555584,486,486,486,278,243
1403636606513555456,480,480,480,313,226
1403636606563555584,506,506,506,315,250
1403636606613555456,492,492,492,388,285
1403636606663555584,495,495,495,338,310
1403636606713555456,476,476,476,326,272
1403636606763555584,488,488,488,303,233
1403636606813555456,475,475,475,312,226
1403636606863555584,487,487,487,344,263
1403636606913555456,481,481,481,306,256
1403636606963555584,486,486,486,327,251
1403636607013555456,533,533,533,331,261
1403636607063555584,482,482,482,320,255
1403636607113555456,491,491,491,390,287
1403636607163555584,489,489,489,300,269
1403636607213555456,479,479,479,303,230
1403636607263555584,481,481,481,309,245
1403636607313555456,475,475,475,300,249
1403636607363555584,478,478,478,387,279
1403636607413555456,495,495,495,393,350
1403636607463555584,505,505,505,319,287
1403636607513555456,477,477,477,384,284
1403636607563555584,488,488,488,316,287
1403636607613555456,482,482,482,301,258
1403636607663555584,480,480,480,321,249
1403636607713555456,502,502,502,315,268
1403636607763555584,478,478,478,315,267
1403636607813555456,508,508,508,279,236
1403636607863555584,514,514,514,322,219
1403636607913555456,495,495,495,304,253
1403636607963555584,483,483,483,282,230
1403636608013555456,475,475,475,292,232
1403636608063555584,485,485,485,381,265
1403636608113555456,468,468,468,279,249
1403636608163555584,467,467,467,291,223
1403636608213555456,472,472,472,277,214
1403636608263555584,519,519,519,316,229
1403636608313555456,516,516,516,335,268
1403636608363555584,487,487,487,314,260
1403636608413555456,482,482,482,381,271
1403636608463555584,488,488,488,322,285
1403636608513555456,484,484,484,384,288
1403636608563555584,504,504,504,391,352
1403636608613555456,495,495,495,290,274
1403636608663555584,495,495,495,329,240
1403636608713555456,483,483,483,322,260
1403636608763555584,475,475,475,289,242
1403636608813555456,501,501,501,331,239
1403636608863555584,494,494,494,394,300
1403636608913555456,491,491,491,315,281
1403636608963555584,497,497,497,322,248
1403636609013555456,501,501,501,396,298
1403636609063555584,476,476,476,313,282
1403636609113555456,504,504,504,314,241
1403636609163555584,478,478,478,383,279
1403636609213555456,496,496,496,310,283
1403636609263555584,485,485,485,346,267
1403636609313555456,486,486,486,307,262
1403636609363555584,495,495,495,318,258
1403636609413555456,495,495,495,313,260
1403636609463555584,483,483,483,380,282
1403636609513555456,489,489,489,295,268
1403636609563555584,516,516,516,301,229
1403636609613555456,477,477,477,316,244
1403636609663555584,481,481,481,328,260
1403636609713555456,489,489,489,317,269
1403636609763555584,485,485,485,297,246
1403636609813555456,524,524,524,321,251
1403636609863555584,485,485,485,297,256
1403636609913555456,483,483,483,304,227
1403636609963555584,493,493,493,308,228
1403636610013555456,485,485,485,311,246
1403636610063555584,480,480,480,320,251
1403636610113555456,478,478,478,300,254
1403636610163555584,488,488,488,307,249
1403636610213555456,488,488,488,308,246
1403636610263555584,499,499,499,293,242
1403636610313555456,493,493,493,382,264
1403636610363555584,471,471,471,295,267
1403636610413555456,480,480,480,276,222
1403636610463555584,493,493,493,336,234
1403636610513555456,483,483,483,309,258
1403636610563555584,482,482,482,308,242
1403636610613555456,478,478,478,381,280
1403636610663555584,486,486,486,309,280
1403636610713555456,476,476,476,297,239
1403636610763555584,512,512,512,324,246
1403636610813555456,480,480,480,299,240
1403636610863555584,497,497,497,304,228
1403636610913555456,491,491,491,327,257
1403636610963555584,482,482,482,291,238
1403636611013555456,473,473,473,307,230
1403636611063555584,493,493,493,307,230
1403636611113555456,495,495,495,319,256
1403636611163555584,487,487,487,382,285
1403636611213555456,494,494,494,304,275
1403636611263555584,489,489,489,291,237
1403636611313555456,491,491,491,323,245
1403636611363555584,500,500,500,296,241
1403636611413555456,498,498,498,343,247
1403636611463555584,494,494,494,305,257
1403636611513555456,505,505,505,298,214
1403636611563555584,487,487,487,315,238
1403636611613555456,492,492,492,312,244
1403636611663555584,488,488,488,284,229
1403636611713555456,492,492,492,291,210
1403636611763555584,507,507,507,317,227
1403636611813555456,495,495,495,310,250
1403636611863555584,529,529,529,321,238
1403636611913555456,496,496,496,381,280
1403636611963555584,488,488,488,298,265
1403636612013555456,489,489,489,301,216
1403636612063555584,499,499,499,301,240
1403636612113555456,491,491,491,304,229
1403636612163555584,502,502,502,307,228
1403636612213555456,491,491,491,307,227
1403636612263555584,505,505,505,319,231
1403636612313555456,508,508,508,305,230
1403636612363555584,533,533,533,315,230
1403636612413555456,491,491,491,306,228
1403636612463555584,539,539,539,339,243
1403636612513555456,508,508,508,375,283
1403636612563555584,511,511,511,312,267
1403636612613555456,497,497,497,296,237
1403636612663555584,520,520,520,307,246
1403636612713555456,497,497,497,313,229
1403636612763555584,508,508,508,311,231
1403636612813555456,494,494,494,297,217
1403636612863555584,497,497,497,316,241
1403636612913555456,520,520,520,317,266
1403636612963555584,485,485,485,278,219
1403636613013555456,508,508,508,329,230
1403636613063555584,503,503,503,310,251
1403636613113555456,513,513,513,388,263
1403636613163555584,550,550,550,342,293
1403636613213555456,518,518,518,340,280
1403636613263555584,496,496,496,292,246
1403636613313555456,531,531,531,346,245
1403636613363555584,495,495,495,311,261
1403636613413555456,511,511,511,305,236
1403636613463555584,474,474,474,331,245
1403636613513555456,503,503,503,318,257
1403636613563555584,488,488,488,336,259
1403636613613555456,491,491,491,326,262
1403636613663555584,487,487,487,298,247
1403636613713555456,498,498,498,313,239
1403636613763555584,489,489,489,374,274
1403636613813555456,498,498,498,334,292
1403636613863555584,482,482,482,312,262
1403636613913555456,485,485,485,295,240
1403636613963555584,522,522,522,396,271
1403636614013555456,486,486,486,302,271
1403636614063555584,490,490,490,315,247
1403636614113555456,497,497,497,326,261
1403636614163555584,504,504,504,323,267
1403636614213555456,491,491,491,380,284
1403636614263555584,513,513,513,316,279
1403636614313555456,496,496,496,317,250
1403636614363555584,503,503,503,303,244
1403636614413555456,492,492,492,315,238
1403636614463555584,518,518,518,304,246
1403636614513555456,486,486,486,301,228
1403636614563555584,487,487,487,291,222
1403636614613555456,488,488,488,319,240
1403636614663555584,490,490,490,326,257
1403636614713555456,492,492,492,291,250
1403636614763555584,488,488,488,318,234
1403636614813555456,512,512,512,303,242
1403636614863555584,486,486,486,300,232
1403636614913555456,489,489,489,299,231
1403636614963555584,500,500,500,313,247
1403636615013555456,494,494,494,346,264
1403636615063555584,503,503,503,315,268
1403636615113555456,482,482,482,297,231
1403636615163555584,496,496,496,311,232
1403636615213555456,534,534,534,309,255
1403636615263555584,486,486,486,285,229
1403636615313555456,500,500,500,319,244
1403636615363555584,495,495,495,304,256
1403636615413555456,500,500,500,317,245
1403636615463555584,488,488,488,289,224
1403636615513555456,483,483,483,335,242
1403636615563555584,491,491,491,296,252
1403636615613555456,494,494,494,315,240
1403636615663555584,492,492,492,331,252
1403636615713555456,484,484,484,324,256
1403636615763555584,490,490,490,302,256
1403636615813555456,496,496,496,340,259
1403636615863555584,492,492,492,319,271
1403636615913555456,494,494,494,310,251
1403636615963555584,500,500,500,396,284
1403636616013555456,485,485,485,298,277
1403636616063555584,498,498,498,304,231
1403636616113555456,493,493,493,298,244
1403636616163555584,499,499,499,301,231
1403636616213555456,503,503,503,314,238
1403636616263555584,495,495,495,310,252
1403636616313555456,493,493,493,306,255
1403636616363555584,486,486,486,291,240
1403636616413555456,506,506,506,324,235
1403636616463555584,500,500,500,302,248
1403636616513555456,487,487,487,297,237
1403636616563555584,495,495,495,319,248
1403636616613555456,495,495,495,331,261
1403636616663555584,510,510,510,322,267
1403636616713555456,493,493,493,316,248
1403636616763555584,493,493,493,323,260
1403636616813555456,497,497,497,297,236
1403636616863555584,500,500,500,328,254
1403636616913555456,510,510,510,299,254
1403636616963555584,496,496,496,296,245
1403636617013555456,491,491,491,311,246
1403636617063555584,494,494,494,299,248
1403636617113555456,508,508,508,298,234
1403636617163555584,491,491,491,389,268
1403636617213555456,488,488,488,314,280
1403636617263555584,496,496,496,299,244
1403636617313555456,500,500,500,391,270
1403636617363555584,492,492,492,321,287
1403636617413555456,498,498,498,319,249
1403636617463555584,499,499,499,308,255
1403636617513555456,494,494,494,385,277
1403636617563555584,507,507,507,320,284
1403636617613555456,500,500,500,308,257
1403636617663555584,501,501,501,327,259
1403636617713555456,489,489,489,317,252
1403636617763555584,506,506,506,292,238
1403636617813555456,499,499,499,302,217
1403636617863555584,499,499,499,309,241
1403636617913555456,494,494,494,306,239
1403636617963555584,495,495,495,300,233
1403636618013555456,484,484,484,381,267
1403636618063555584,497,497,497,318,281
1403636618113555456,488,488,488,305,237
1403636618163555584,501,501,501,327,244
1403636618213555456,491,491,491,320,248
1403636618263555584,492,492,492,328,259
1403636618313555456,490,490,490,295,239
1403636618363555584,504,504,504,317,242
