timestamp,kp1_count,kp2_count,stereo_matches,triangulated_points,temporal_matches
1403636591863555584,1000,1000,225,130,76
1403636591913555456,1000,1000,216,131,87
1403636591963555584,1000,1000,239,133,92
1403636592013555456,1000,1000,222,130,91
1403636592063555584,1000,1000,227,133,99
1403636592113555456,1000,1000,211,131,94
1403636592163555584,1000,1000,189,98,90
1403636592213555456,1000,1000,159,100,63
1403636592263555584,1000,1000,143,78,75
1403636592313555456,1000,1000,149,83,51
1403636592363555584,1000,1000,153,88,58
1403636592413555456,1000,1000,168,90,44
1403636592463555584,1000,1000,180,98,64
1403636592513555456,1000,1000,177,106,63
1403636592563555584,1000,1000,205,110,73
1403636592613555456,1000,1000,212,129,70
1403636592663555584,1000,1000,222,141,89
1403636592713555456,1000,1000,239,142,91
1403636592763555584,1000,1000,232,148,94
1403636592813555456,1000,1000,240,157,104
1403636592863555584,1000,1000,262,173,113
1403636592913555456,1000,1000,250,155,118
1403636592963555584,1000,1000,296,169,110
1403636593013555456,1000,1000,282,188,120
1403636593063555584,1000,1000,265,166,116
1403636593113555456,1000,1000,281,182,112
1403636593163555584,1000,1000,255,168,130
1403636593213555456,1000,1000,280,174,117
1403636593263555584,1000,1000,290,187,121
1403636593313555456,1000,1000,257,170,135
1403636593363555584,1000,1000,197,117,109
1403636593413555456,1000,1000,140,88,73
1403636593463555584,1000,1000,121,76,54
1403636593513555456,1000,1000,107,59,49
1403636593563555584,1000,1000,118,60,36
1403636593613555456,1000,1000,131,68,33
1403636593663555584,1000,1000,134,78,50
1403636593713555456,1000,1000,158,88,42
1403636593763555584,1000,1000,166,93,46
1403636593813555456,1000,1000,181,102,45
1403636593863555584,1000,1000,192,110,54
1403636593913555456,1000,1000,156,82,63
1403636593963555584,1000,1000,166,98,49
1403636594013555456,1000,1000,180,100,63
1403636594063555584,1000,1000,197,115,65
1403636594113555456,1000,1000,207,135,66
1403636594163555584,1000,1000,221,140,84
1403636594213555456,1000,1000,220,131,93
1403636594263555584,1000,1000,203,135,75
1403636594313555456,1000,1000,200,123,77
1403636594363555584,1000,1000,209,121,84
1403636594413555456,1000,1000,187,117,72
1403636594463555584,1000,1000,166,108,68
1403636594513555456,1000,1000,174,111,66
1403636594563555584,1000,1000,193,116,70
1403636594613555456,1000,1000,205,131,72
1403636594663555584,1000,1000,213,125,83
1403636594713555456,1000,1000,250,145,86
1403636594763555584,1000,1000,240,136,93
1403636594813555456,1000,1000,240,144,87
1403636594863555584,1000,1000,230,149,99
1403636594913555456,1000,1000,250,159,102
1403636594963555584,1000,1000,233,161,100
1403636595013555456,1000,1000,263,164,114
1403636595063555584,1000,1000,283,168,96
1403636595113555456,1000,1000,279,170,119
1403636595163555584,1000,1000,280,176,125
1403636595213555456,1000,1000,304,188,118
1403636595263555584,1000,1000,292,187,130
1403636595313555456,1000,1000,253,165,118
1403636595363555584,1000,1000,233,144,95
1403636595413555456,1000,1000,203,124,91
1403636595463555584,1000,1000,135,79,74
1403636595513555456,1000,1000,106,54,52
1403636595563555584,1000,1000,123,65,33
1403636595613555456,1000,1000,103,57,33
1403636595663555584,1000,1000,131,69,32
1403636595713555456,1000,1000,165,89,50
1403636595763555584,1000,1000,148,77,48
1403636595813555456,1000,1000,173,93,41
1403636595863555584,1000,1000,190,110,56
1403636595913555456,1000,1000,227,125,79
1403636595963555584,1000,1000,209,112,80
1403636596013555456,1000,1000,186,98,59
1403636596063555584,1000,1000,152,84,46
1403636596113555456,1000,1000,159,86,56
1403636596163555584,1000,1000,132,68,55
1403636596213555456,1000,1000,127,60,41
1403636596263555584,1000,1000,125,69,40
1403636596313555456,1000,1000,134,65,40
1403636596363555584,1000,1000,135,66,46
1403636596413555456,1000,1000,156,84,42
1403636596463555584,1000,1000,156,83,47
1403636596513555456,1000,1000,166,91,55
1403636596563555584,1000,1000,177,96,51
1403636596613555456,1000,1000,181,94,60
1403636596663555584,1000,1000,186,96,67
1403636596713555456,1000,1000,179,99,58
1403636596763555584,1000,1000,159,86,53
1403636596813555456,1000,1000,172,91,52
1403636596863555584,1000,1000,184,107,58
1403636596913555456,1000,1000,185,96,63
1403636596963555584,1000,1000,173,92,66
1403636597013555456,1000,1000,183,107,63
1403636597063555584,1000,1000,190,98,64
1403636597113555456,1000,1000,168,96,60
1403636597163555584,1000,1000,161,86,66
1403636597213555456,1000,1000,151,81,56
1403636597263555584,1000,1000,154,83,45
1403636597313555456,1000,1000,155,72,51
1403636597363555584,1000,1000,156,73,47
1403636597413555456,1000,1000,130,72,46
1403636597463555584,1000,1000,144,82,49
1403636597513555456,1000,1000,152,81,54
1403636597563555584,1000,1000,134,74,45
1403636597613555456,1000,1000,154,87,56
1403636597663555584,1000,1000,149,94,56
1403636597713555456,1000,1000,188,97,57
1403636597763555584,1000,1000,175,107,58
1403636597813555456,1000,1000,174,106,60
1403636597863555584,1000,1000,192,109,76
1403636597913555456,1000,1000,188,118,63
1403636597963555584,1000,1000,171,101,88
1403636598013555456,1000,1000,165,108,67
1403636598063555584,1000,1000,139,80,67
1403636598113555456,1000,1000,152,84,52
1403636598163555584,1000,1000,138,69,57
1403636598213555456,1000,1000,155,77,45
1403636598263555584,1000,1000,144,73,51
1403636598313555456,1000,1000,141,70,40
1403636598363555584,1000,1000,139,72,42
1403636598413555456,1000,1000,131,81,41
1403636598463555584,1000,1000,142,72,44
1403636598513555456,1000,1000,131,72,42
1403636598563555584,1000,1000,117,70,41
1403636598613555456,1000,1000,103,50,47
1403636598663555584,1000,1000,100,54,29
1403636598713555456,1000,1000,91,47,31
1403636598763555584,1000,1000,85,43,24
1403636598813555456,1000,1000,89,37,28
1403636598863555584,1000,1000,81,36,25
1403636598913555456,1000,1000,86,43,15
1403636598963555584,1000,1000,89,49,19
1403636599013555456,1000,1000,82,46,30
1403636599063555584,1000,1000,83,50,36
1403636599113555456,1000,1000,73,35,32
1403636599163555584,1000,1000,94,52,19
1403636599213555456,1000,1000,145,77,35
1403636599263555584,1000,1000,206,144,58
1403636599313555456,1000,1000,261,189,110
1403636599363555584,1000,1000,286,214,145
1403636599413555456,1000,1000,309,214,166
1403636599463555584,1000,1000,319,229,169
1403636599513555456,1000,1000,340,239,178
1403636599563555584,1000,1000,310,217,195
1403636599613555456,1000,1000,299,210,174
1403636599663555584,1000,1000,268,180,148
1403636599713555456,1000,1000,251,174,134
1403636599763555584,1000,1000,273,193,128
1403636599813555456,1000,1000,306,221,158
1403636599863555584,1000,1000,350,241,178
1403636599913555456,1000,1000,330,238,192
1403636599963555584,1000,1000,327,222,183
1403636600013555456,1000,1000,334,232,183
1403636600063555584,1000,1000,325,245,193
1403636600113555456,1000,1000,331,234,196
1403636600163555584,1000,1000,334,254,204
1403636600213555456,1000,1000,330,248,212
1403636600263555584,1000,1000,340,236,212
1403636600313555456,1000,1000,348,260,207
1403636600363555584,1000,1000,330,240,210
1403636600413555456,1000,1000,337,249,211
1403636600463555584,1000,1000,323,235,218
1403636600513555456,1000,1000,315,236,197
1403636600563555584,1000,1000,339,239,192
1403636600613555456,1000,1000,340,249,207
1403636600663555584,1000,1000,332,250,204
1403636600713555456,1000,1000,339,249,223
1403636600763555584,1000,1000,342,228,207
1403636600813555456,1000,1000,333,241,200
1403636600863555584,1000,1000,338,234,193
1403636600913555456,1000,1000,316,241,205
1403636600963555584,1000,1000,325,238,198
1403636601013555456,1000,1000,321,234,201
1403636601063555584,1000,1000,352,256,206
1403636601113555456,1000,1000,313,237,223
1403636601163555584,1000,1000,348,246,211
1403636601213555456,1000,1000,329,240,217
1403636601263555584,1000,1000,354,245,217
1403636601313555456,1000,1000,325,229,200
1403636601363555584,1000,1000,335,240,210
1403636601413555456,1000,1000,328,243,213
1403636601463555584,1000,1000,340,250,215
1403636601513555456,1000,1000,331,233,219
1403636601563555584,1000,1000,334,231,198
1403636601613555456,1000,1000,343,257,212
1403636601663555584,1000,1000,336,236,214
1403636601713555456,1000,1000,332,247,211
1403636601763555584,1000,1000,332,220,221
1403636601813555456,1000,1000,333,248,197
1403636601863555584,1000,1000,331,221,204
1403636601913555456,1000,1000,346,244,190
1403636601963555584,1000,1000,329,250,219
1403636602013555456,1000,1000,329,241,222
1403636602063555584,1000,1000,329,225,206
1403636602113555456,1000,1000,331,244,204
1403636602163555584,1000,1000,323,224,217
1403636602213555456,1000,1000,339,258,193
1403636602263555584,1000,1000,327,227,217
1403636602313555456,1000,1000,339,235,200
1403636602363555584,1000,1000,329,247,206
1403636602413555456,1000,1000,331,240,226
1403636602463555584,1000,1000,336,254,216
1403636602513555456,1000,1000,336,239,221
1403636602563555584,1000,1000,336,248,211
1403636602613555456,1000,1000,338,243,216
1403636602663555584,1000,1000,334,233,206
1403636602713555456,1000,1000,344,252,219
1403636602763555584,1000,1000,339,238,222
1403636602813555456,1000,1000,342,252,219
1403636602863555584,1000,1000,339,242,220
1403636602913555456,1000,1000,338,246,220
1403636602963555584,1000,1000,345,243,219
1403636603013555456,1000,1000,328,242,220
1403636603063555584,1000,1000,340,244,214
1403636603113555456,1000,1000,339,231,216
1403636603163555584,1000,1000,336,242,210
1403636603213555456,1000,1000,335,234,215
1403636603263555584,1000,1000,338,240,211
1403636603313555456,1000,1000,346,254,221
1403636603363555584,1000,1000,340,241,237
1403636603413555456,1000,1000,330,229,213
1403636603463555584,1000,1000,332,242,200
1403636603513555456,1000,1000,338,249,221
1403636603563555584,1000,1000,327,248,228
1403636603613555456,1000,1000,339,244,216
1403636603663555584,1000,1000,328,238,215
1403636603713555456,1000,1000,329,245,213
1403636603763555584,1000,1000,332,232,214
1403636603813555456,1000,1000,333,252,206
1403636603863555584,1000,1000,320,231,218
1403636603913555456,1000,1000,326,242,198
1403636603963555584,1000,1000,322,231,205
1403636604013555456,1000,1000,318,230,201
1403636604063555584,1000,1000,328,240,200
1403636604113555456,1000,1000,326,237,212
1403636604163555584,1000,1000,331,243,206
1403636604213555456,1000,1000,325,238,204
1403636604263555584,1000,1000,321,230,204
1403636604313555456,1000,1000,326,227,202
1403636604363555584,1000,1000,340,252,207
1403636604413555456,1000,1000,336,234,209
1403636604463555584,1000,1000,335,236,203
1403636604513555456,1000,1000,329,241,204
1403636604563555584,1000,1000,338,247,225
1403636604613555456,1000,1000,334,252,228
1403636604663555584,1000,1000,326,229,207
1403636604713555456,1000,1000,335,239,207
1403636604763555584,1000,1000,327,231,205
1403636604813555456,1000,1000,324,234,203
1403636604863555584,1000,1000,335,246,220
1403636604913555456,1000,1000,341,254,227
1403636604963555584,1000,1000,320,243,225
1403636605013555456,1000,1000,333,241,214
1403636605063555584,1000,1000,336,244,208
1403636605113555456,1000,1000,327,243,219
1403636605163555584,1000,1000,327,242,220
1403636605213555456,1000,1000,343,243,224
1403636605263555584,1000,1000,330,235,210
1403636605313555456,1000,1000,330,245,212
1403636605363555584,1000,1000,337,244,217
1403636605413555456,1000,1000,325,242,219
1403636605463555584,1000,1000,328,245,211
1403636605513555456,1000,1000,333,249,219
1403636605563555584,1000,1000,340,244,218
1403636605613555456,1000,1000,344,245,205
1403636605663555584,1000,1000,346,259,224
1403636605713555456,1000,1000,333,232,206
1403636605763555584,1000,1000,326,243,208
1403636605813555456,1000,1000,331,232,213
1403636605863555584,1000,1000,325,225,211
1403636605913555456,1000,1000,333,240,209
1403636605963555584,1000,1000,325,228,211
1403636606013555456,1000,1000,327,242,206
1403636606063555584,1000,1000,321,243,220
1403636606113555456,1000,1000,336,237,212
1403636606163555584,1000,1000,335,249,210
1403636606213555456,1000,1000,325,243,224
1403636606263555584,1000,1000,343,242,217
1403636606313555456,1000,1000,325,225,214
1403636606363555584,1000,1000,331,243,207
1403636606413555456,1000,1000,332,246,219
1403636606463555584,1000,1000,329,237,220
1403636606513555456,1000,1000,330,240,211
1403636606563555584,1000,1000,321,230,209
1403636606613555456,1000,1000,342,246,211
1403636606663555584,1000,1000,323,239,221
1403636606713555456,1000,1000,327,234,209
1403636606763555584,1000,1000,327,237,215
1403636606813555456,1000,1000,320,221,204
1403636606863555584,1000,1000,336,243,202
1403636606913555456,1000,1000,326,228,213
1403636606963555584,1000,1000,319,233,200
1403636607013555456,1000,1000,328,231,202
1403636607063555584,1000,1000,330,233,209
1403636607113555456,1000,1000,325,231,212
1403636607163555584,1000,1000,330,233,205
1403636607213555456,1000,1000,340,250,210
1403636607263555584,1000,1000,325,235,217
1403636607313555456,1000,1000,321,245,218
1403636607363555584,1000,1000,317,223,206
1403636607413555456,1000,1000,332,245,204
1403636607463555584,1000,1000,326,231,215
1403636607513555456,1000,1000,323,238,212
1403636607563555584,1000,1000,329,235,220
1403636607613555456,1000,1000,330,241,215
1403636607663555584,1000,1000,327,241,209
1403636607713555456,1000,1000,324,241,218
1403636607763555584,1000,1000,327,240,214
1403636607813555456,1000,1000,330,239,208
1403636607863555584,1000,1000,324,237,211
1403636607913555456,1000,1000,333,247,217
1403636607963555584,1000,1000,325,227,216
1403636608013555456,1000,1000,322,230,200
1403636608063555584,1000,1000,332,235,207
1403636608113555456,1000,1000,335,250,220
1403636608163555584,1000,1000,330,259,222
1403636608213555456,1000,1000,328,233,233
1403636608263555584,1000,1000,331,237,209
1403636608313555456,1000,1000,327,227,216
1403636608363555584,1000,1000,330,238,202
1403636608413555456,1000,1000,335,243,213
1403636608463555584,1000,1000,335,243,212
1403636608513555456,1000,1000,337,243,222
1403636608563555584,1000,1000,321,242,224
1403636608613555456,1000,1000,332,244,220
1403636608663555584,1000,1000,330,246,221
1403636608713555456,1000,1000,325,236,223
1403636608763555584,1000,1000,324,232,208
1403636608813555456,1000,1000,331,239,211
1403636608863555584,1000,1000,326,232,219
1403636608913555456,1000,1000,339,250,209
1403636608963555584,1000,1000,339,248,234
1403636609013555456,1000,1000,320,217,217
1403636609063555584,1000,1000,329,239,199
1403636609113555456,1000,1000,335,244,215
1403636609163555584,1000,1000,329,245,213
1403636609213555456,1000,1000,327,234,224
1403636609263555584,1000,1000,327,239,215
1403636609313555456,1000,1000,323,229,211
1403636609363555584,1000,1000,335,228,203
1403636609413555456,1000,1000,328,240,209
1403636609463555584,1000,1000,328,231,208
1403636609513555456,1000,1000,333,235,206
1403636609563555584,1000,1000,333,251,214
1403636609613555456,1000,1000,332,244,229
1403636609663555584,1000,1000,324,238,216
1403636609713555456,1000,1000,332,252,213
1403636609763555584,1000,1000,326,238,217
1403636609813555456,1000,1000,300,221,200
1403636609863555584,1000,1000,339,236,193
1403636609913555456,1000,1000,320,237,216
1403636609963555584,1000,1000,324,232,217
1403636610013555456,1000,1000,332,232,210
1403636610063555584,1000,1000,323,232,199
1403636610113555456,1000,1000,333,245,209
1403636610163555584,1000,1000,330,233,216
1403636610213555456,1000,1000,332,241,207
1403636610263555584,1000,1000,317,225,201
1403636610313555456,1000,1000,331,247,189
1403636610363555584,1000,1000,328,241,221
1403636610413555456,1000,1000,314,234,219
1403636610463555584,1000,1000,328,245,205
1403636610513555456,1000,1000,323,243,217
1403636610563555584,1000,1000,323,238,210
1403636610613555456,1000,1000,336,241,219
1403636610663555584,1000,1000,325,232,217
1403636610713555456,1000,1000,322,231,203
1403636610763555584,1000,1000,338,231,182
1403636610813555456,1000,1000,303,204,177
1403636610863555584,1000,1000,315,218,164
1403636610913555456,1000,1000,318,218,181
1403636610963555584,1000,1000,347,260,191
1403636611013555456,1000,1000,311,216,201
1403636611063555584,1000,1000,323,224,180
1403636611113555456,1000,1000,317,220,189
1403636611163555584,1000,1000,323,231,189
1403636611213555456,1000,1000,327,241,206
1403636611263555584,1000,1000,339,236,203
1403636611313555456,1000,1000,333,233,199
1403636611363555584,1000,1000,347,252,190
1403636611413555456,1000,1000,334,235,196
1403636611463555584,1000,1000,339,242,184
1403636611513555456,1000,1000,317,226,198
1403636611563555584,1000,1000,341,246,186
1403636611613555456,1000,1000,320,220,205
1403636611663555584,1000,1000,321,238,184
1403636611713555456,1000,1000,325,237,194
1403636611763555584,1000,1000,335,254,197
1403636611813555456,1000,1000,340,254,213
1403636611863555584,1000,1000,332,252,209
1403636611913555456,1000,1000,334,243,203
1403636611963555584,1000,1000,327,233,201
1403636612013555456,1000,1000,344,249,201
1403636612063555584,1000,1000,331,240,199
1403636612113555456,1000,1000,346,252,187
1403636612163555584,1000,1000,330,233,210
1403636612213555456,1000,1000,346,263,195
1403636612263555584,1000,1000,346,246,206
1403636612313555456,1000,1000,335,227,192
1403636612363555584,1000,1000,328,235,185
1403636612413555456,1000,1000,342,256,189
1403636612463555584,1000,1000,324,233,210
1403636612513555456,1000,1000,335,237,193
1403636612563555584,1000,1000,321,234,191
1403636612613555456,1000,1000,317,228,181
1403636612663555584,1000,1000,328,243,186
1403636612713555456,1000,1000,340,243,196
1403636612763555584,1000,1000,334,251,199
1403636612813555456,1000,1000,334,244,223
1403636612863555584,1000,1000,338,252,215
1403636612913555456,1000,1000,336,245,225
1403636612963555584,1000,1000,341,258,222
1403636613013555456,1000,1000,346,249,225
1403636613063555584,1000,1000,337,233,206
1403636613113555456,1000,1000,336,242,195
1403636613163555584,1000,1000,321,216,202
1403636613213555456,1000,1000,344,251,183
1403636613263555584,1000,1000,321,239,205
1403636613313555456,1000,1000,332,231,205
1403636613363555584,1000,1000,325,237,187
1403636613413555456,1000,1000,328,243,209
1403636613463555584,1000,1000,331,238,202
1403636613513555456,1000,1000,333,248,211
1403636613563555584,1000,1000,327,228,209
1403636613613555456,1000,1000,338,240,190
1403636613663555584,1000,1000,320,223,206
1403636613713555456,1000,1000,335,251,195
1403636613763555584,1000,1000,327,241,216
1403636613813555456,1000,1000,335,237,211
1403636613863555584,1000,1000,332,245,209
1403636613913555456,1000,1000,341,228,220
1403636613963555584,1000,1000,341,252,197
1403636614013555456,1000,1000,337,237,226
1403636614063555584,1000,1000,325,234,201
1403636614113555456,1000,1000,334,243,203
1403636614163555584,1000,1000,337,230,212
1403636614213555456,1000,1000,329,235,200
1403636614263555584,1000,1000,322,232,203
1403636614313555456,1000,1000,344,233,192
1403636614363555584,1000,1000,345,243,204
1403636614413555456,1000,1000,335,233,202
1403636614463555584,1000,1000,336,226,202
1403636614513555456,1000,1000,328,230,195
